,uid,scenario,label
1492,29530,Fight Over Wearing Shorts Is Really a Battle for Respect,0
1493,29531,Friend Refuses to Agree to Disagree on Politics,0
1494,29535,Mourner Who Pays Respects Is Asked to Buy Something Else,0
1495,27594,sticking my ankle and foot onto a bus walkway,-1
1496,27596,being off my medication,-1
1497,27590,questioning my wife's sudden desire to make a drastic career change,0
1498,27591,never wanting to be cuddly with my fiance,-1
1499,27597,refusing to apologize for political comments I made in public,-1
1500,27592,not getting my mom cigarettes,-1
1501,27595,wanting my boyfriend to put down Smash bros. u while talking to me every once in a while,0
1502,29551,Lift Your Glasses High in Honor of All Mothers,1
1503,29548,Memorial Day Should Mean More Than Just Open Pools,1
1504,29549,Being Polite For Work,1
1505,29552,Lessons of Etiquette Should Be Elementary for All Kids,0
1506,29553,Dinner Table Reprimands Are Best Served Up Sweet,1
1507,29554,Daughters Blame Mom's Fiance for Breaking Up Her Marriage,-1
1508,29547,Unpleasant Mother in Law Should Be Politely Ignored,-1
1509,29550,It's Best to Be Upfront With Party Hosts About Strict Diet,0
1510,27626,confronting this dog's owner,-1
1511,27620,"not letting my daughters, new fiancee stay with us",-1
1512,27622,asking my partner to delete photos they took of me,-1
1513,27621,not letting siblings use my car to get food,-1
1514,27619,not wanting to speak to or even look at my dad,-1
1515,27624,objecting to my wife's work commitments and the burden they place on me with respect to child care,-1
1516,27623,not wanting to fix a family friend's computer,-1
1517,27625,leaving my possibly drunk friend to drive herself home because she was being too controlling and mean,-1
1518,27640,going through my BF's things,-1
1519,27638,getting angry at someone for being a feminist,-1
1520,27636,cutting off a friend because he tried to pressure me into talking to my ex,-1
1521,27637,asking friends/family to not post photos of our kid,-1
1522,27639,"expecting my wife to put her married name on her doctoral certificate, as opposed to her maiden name",-1
1523,27643,telling my liberal roommate that a YouTuber he just discovered is a self-proclaimed white supremacist,0
1524,27642,not sharing my writing with my husband,-1
1525,29589,Man's 'I Love You' Texts Disappear After Wedding,0
1526,29584,Friend's Tardiness Crosses the Line Into Rudeness,0
1527,29585,Horde of Wedding Houseguests Would Be Too Close for Comfort,0
1528,29587,Act of Supermarket Kindness Touches Cashier and Customers,1
1529,29583,Salute to Our Flag Is Also Salute to All Who Served,1
1530,27646,not wanting to go to my 96 year old neighbor's funeral,-1
1531,27644,not getting cheap food when others pay for my meal,-1
1532,27648,not using the concert tickets my parents got me for my birthday even if I'm willing to give them back the money they spent,-1
1533,27649,screaming a Trans persons legal name in a crowd,-1
1534,27647,refusing to drive,-1
1535,27651,calling their religious beliefs ridiculous,-1
1536,27650,telling my friend to break up with her boyfriend,-1
1537,27645,being pissed off at a rehab center for unethical behavior,-1
1538,27657,demanding my mother in law show me some respect as I do her or my son won't be going to her house,-1
1539,27658,asking customer to leave,-1
1540,27660,pushing my boyfriend to decide,-1
1541,27654,not wanting my grandma to treat me like I'm a kid,-1
1542,27655,yelling at my boyfriend,-1
1543,27656,wanting every anti-vaxxer to get Measles,-1
1544,27652,not wanting to be my sister's surrogate after she was my caregiver,-1
1545,29593,Flow of Office Gossip Is Impossible to Stanch,0
1546,29592,Every Child Must Learn That Actions Have Consequences,1
1547,29597,Friend's Flirtatious Husband Needs Reminders That He's Married,1
1548,29596,How To Be Respectful In Religious Ceremonies,1
1549,29601,Boys With Their Funny Looks Are a Persistent Fact of Life,0
1550,29594,Worn American Flags Should Be Disposed of With Respect,0
1551,27667,getting upset about my husbands scheduled gaming time,-1
1552,27664,not immediately telling my aunt her sister died,-1
1553,27661,being a bit of a creep,-1
1554,27668,telling my friend off,-1
1555,27666,moving the side mirror on my dad's truck,0
1556,27662,telling all the truth about my past to my so after a 7 months relationship,1
1557,27663,being resentful of my grandma,-1
1558,27665,being rude and cold to my 'friend',-1
1559,29602,Opposites Can Make Marriage Work if There's Mutual Respect,1
1560,29605,When I was a kid I went to karate classes.,0
1561,29606,"They were all from my mom, so I gave her a call back.",0
1562,29610,My mom was very upset but I showed her that I had stuff planned.,-1
1563,27674,wanting to end contact with a girl after she tells me she's a virgin,-1
1564,27673,calling out my professor on his grading habits,-1
1565,27672,making a joke about stealing,0
1566,27670,not wanting to talk about where I went to school,-1
1567,27669,going after my bnb host,0
1568,27675,hating on my dad,-1
1569,27676,responding rudely to unsolicited advice,-1
1570,29614,My parents could hear me and told me to be quiet.,-1
1571,29611,She did not want a photo but we got one.,-1
1572,29618,I do not share this with my family for fear of alienation.,-1
1573,29613,I was surprised when my wife came home and turned on the ac.,0
1574,29615,While we were there we saw some exotic frogs.,0
1575,29617,"After our pet bird died, we packed him in a little shoe box.",1
1576,29612,"I tried to avoid her, but I would still run into her now and again.",-1
1577,29616,He brought out a smaller pair and I was amazed how well it fit.,0
1578,27680,cutting contact with my grandfather,-1
1579,27682,throwing away my kids school homework/projects/other items,-1
1580,27683,calling my friend out for a shitty pattern of behavior,-1
1581,27678,losing my temper at my dad,-1
1582,27684,choosing not to move away with my girlfriend,0
1583,27679,crashing my roommates party by blasting death metal,-1
1584,27681,choosing not to respect a trans person's pronouns,-1
1585,27677,breaking my classmates phone,-1
1586,29628,When I looked over he had his hands covering his face.,0
1587,29622,"He went into the army, and I broke up with him that summer.",-1
1588,29626,"I didn't talk to the old man, but I knew he was there waving at me.",-1
1589,29620,I was on a team with a chief engineer and her staff.,0
1590,29623,In 2012 I went with my daughter to the MFA.,-1
1591,29637,I had a very political Religion teacher that I really disliked.,-1
1592,29631,It is my cat's favorite place to lay.,0
1593,29635,He told me he could use some aspirin so I bought and took him some.,1
1594,29629,I thought maybe that what makes her comfortable.,0
1595,29633,I played three games of chess with my friend Joe last night.,0
1596,29634,It was still weird that we were video chatting each other.,0
1597,29636,"I was telling him that if my dad died, I would understand.",1
1598,27695,trying to gently suggest to my boyfriend to eat better and take care of himself,1
1599,27697,yelling at my dad about him not telling me about an airbag recall on my car,-1
1600,27693,giving my parents an ultimatum,-1
1601,27696,cutting my sister off because of her decisions as an attorney,-1
1602,29639,My friend Sam is 99 years old.,0
1603,29644,I couldn't stand not getting my messages anymore.,-1
1604,29640,Now my brother and his wife can begin hoarding again.,0
1605,29642,She will be happier and safer with them than a kennel.,0
1606,29641,I had just arrived at the airport and was taking a shuttle to my car.,0
1607,29643,"His name is Tyler but he prefers to be called by his nickname, Tie Dye.",0
1608,29638,My neighbor told me to stop feeding the dog bones.,0
1609,27712,refusing to open a jar of pickles for an old lady,-1
1610,27713,getting angry with my team mate because he planned to not show up for an important match,-1
1611,27716,punching my dad in the shoulder,-1
1612,27715,telling an overweight girl that she is too heavy for a trust fall,-1
1613,29650,"Marcy called me, her voice shaking.",0
1614,29652,One of his nephews pushed their cousin a bit too hard.,-1
1615,29648,I met Greta last year on the bench in front of our building.,0
1616,29646,I was in my apartment with my roommate.,0
1617,29653,She asked me if I was a Clinton supporter.,0
1618,29647,I guess I should be more careful about what I say.,1
1619,29651,I had noticed that my cats seemed kind of bored.,0
1620,27722,telling my parents off,-1
1621,27725,"being friends with a girl who I am interested in romantically, but has a boyfriend",-1
1622,27723,telling my friend's parents that she has an eating disorder,-1
1623,27724,ruining my parent's relationship,-1
1624,27721,not wanting to call my dads step-mum Grandma,-1
1625,27726,having a trump supporter fired,-1
1626,27727,breaking up with my girlfriend because she won't spend the night,-1
1627,29654,Steve and Ron were both telephone fundraisers.,0
1628,29656,"When I got there, she cried when she saw me.",0
1629,29655,She always loved to play on her phone.,0
1630,29660,I find that I spend an hour or two refining the schedule each day.,0
1631,29657,I showed up at my new house and everything was broken.,0
1632,29658,I tried sleeping with a pillow between my knees.,0
1633,29659,I carefully packaged each one of them to be mailed.,0
1634,27730,not inviting my friend over Friday night and ignoring him because he doesn't play Fortnite,-1
1635,27728,hiding my brother's Xbox because of his crazy fortnite addiction,1
1636,27735,talking to my mom in the same rude tone she talks to me,-1
1637,27734,telling my friends that they're being rude even though I'm annoying a lot,-1
1638,27731,wanting to cheat on my homework,-1
1639,27729,telling my RA about my roommates pissing problem,-1
1640,27733,getting a guy and his two kids kicked out of the dog park,-1
1641,29667,"From that moment on, I've been using a Minnie sippy while I work.",0
1642,29665,"After my friend's dad's funeral, I got in trouble.",-1
1643,29664,I said I was pleased to see them again.,1
1644,29662,I got out first and tried to move over so my grandpa would have room.,1
1645,29663,I then decided that I would get along with nature just fine at home.,1
1646,29666,I slept outside on my trampoline last Saturday.,0
1647,27742,holding to the original topic of a conversation and trying to get my mom to do the same,1
1648,27741,not telling my friend who the girl is that I have a crush on,-1
1649,27743,disobeying my boss,-1
1650,27738,leaving my ex on the sidewalk after we broke up,-1
1651,27737,faking orgasm with my bf,-1
1652,27740,slowing down even more when someone follows too closely behind me,-1
1653,27736,telling my dad's wife her family's not my family,-1
1654,29677,I told her I was sorry for her loss.,1
1655,29675,We told her it would get better soon.,1
1656,29680,Last night she kept coming up to us.,0
1657,29679,It was one of my first times cutting the grass.,0
1658,29676,I decided I want to vote for a woman for US president.,0
1659,29674,They won the game when Red scored the winning touchdown!,0
1660,27749,really not wanting a dog,0
1661,27745,cutting off someone who is suicidal but is causing me panic attacks and manipulating me,-1
1662,27750,telling people at r/atheism to be respectful,1
1663,27747,telling my friend I saw her boyfriend on Grindr,-1
1664,27744,talking about a customer at work,-1
1665,27748,sending a frustrated message to my friend,-1
1666,27746,buying a gun behind my moms back,-1
1667,27751,"technically causing friendship issues between my boyfriend and his long-term friend, and not accepting her apology",-1
1668,29695,He said my speech was eloquent and my mannerisms odd.,-1
1669,29697,One day my mom called me into the house.,0
1670,29691,She was kind and gentle in her manner.,1
1671,29694,The second night I was there his blood pressure dropped.,0
1672,29692,The man in front of me looked at me really weird.,-1
1673,29693,He send me message first and he wants to get my mobile number.,0
1674,29698,They clipped his nails too close and were unpleasant.,0
1675,29709,"While on my walk, I came across a little fox.",0
1676,29706,"But when I cut off a piece and ate it, I regret all the time spent.",0
1677,29701,I had to clean and now I respect my mom a lot more.,1
1678,29707,I politely declined because I wasn't interested in him.,1
1679,29699,I had a pretty party dress that I wanted to wear to class.,0
1680,29703,I joined her campaign as I badly wanted her to win the election.,0
1681,29700,I got a pen and pencil to organize my thoughts.,0
1682,29711,I tried to be polite and tell them I wasn't interested.,1
1683,29716,"He told me when he first saw me, he considered leaving me.",0
1684,29720,I called the attention of the security and reported him.,-1
1685,29714,She tried to get comfort so I petted her.,-1
1686,29719,"However, my hand accidentally landed on her phone.",-1
1687,29710,Tim was a wrestler his entire life.,-1
1688,29717,I decided to take him to obedience school.,-1
1689,29721,Matt was embarrassed about his bad breath.,-1
1690,27783,telling a girl to use the woman's restroom at a busy concert,1
1691,27778,blocking someone over a roleplay,-1
1692,27779,getting my name changed,0
1693,27781,falling for my roommate's gf,-1
1694,27782,not apologising to my best friend about disrespecting is dead mom,-1
1695,27784,leaving my family to go live with my aunt and not forgiving my father,-1
1696,27785,getting upset that my boyfriend insists on going spring breaking,-1
1697,27786,wanting to sleep in the same bed as my fiancée,-1
1698,27794,insisting on an apology from my boyfriend's sister,-1
1699,27792,cutting ties with a toxic martial arts school,0
1700,27795,calling my dad an asshole,-1
1701,27788,telling my husband that I dont feel comfortable with him playing music with his old bandmate,-1
1702,27796,screaming (and swearing) at a kid at my school in a lesson,-1
1703,27790,not bringing my buddy to a festival because of his girlfriend,-1
1704,27803,ignoring a long-standing rule against gift giving,-1
1705,27805,not wanting to go see my girlfriend's parents over the summer,-1
1706,27798,making my Ceramics teacher Cry,-1
1707,27804,calling my wife selfish,-1
1708,27797,telling my sister in law to fuck off,-1
1709,29740,letting my dog pee on my wife's side of the bed,-1
1710,29734,We went to Hyannis and the beach for a few days.,0
1711,29733,"My son yelled at the shop, and they delivered the right sub.",-1
1712,29732,"I want to blow my nose, but in the bathroom.",0
1713,29737,trying to convince my gf that her family doesn't love her,-1
1714,29735,being mad at my wife for neglecting/ willfully trashing my cars,-1
1715,29730,Then I put my knee up by my chest.,0
1716,27811,telling my trainer she screwed up,-1
1717,27806,denying my terminally ill wife the chance to be a mother,-1
1718,27809,sleeping with my best friends side-girlfriend,-1
1719,27813,not using my husband's native language more at home,-1
1720,27807,starting playing a song I co-wrote with my old band in my new band,-1
1721,27812,telling my girlfriend she's lying to herself,-1
1722,27810,fighting with my husband about him being in his phone all the time,-1
1723,27808,blocking my mother's internet access to online bingos,-1
1724,29766,getting pissed at my husband for repeatedly bringing up his inability to drink after he told me he would stop,-1
1725,29757,breaaking my neighbor drone,-1
1726,29763,throwing out my future brother in law if he acts up at my wedding,-1
1727,29743,getting mad at pregnant coworker,-1
1728,29751,not wanting my MIL to move in with us to get weight loss surgery she got denied for in Puerto Rico,-1
1729,29760,telling off my sister,-1
1730,29754,getting upset at my wife for blow drying her hair 40 minutes before my alarm goes off,-1
1731,27820,getting upset at my gf for saying the n-word,1
1732,27823,cutting out half of my family out of my life,-1
1733,27819,replying back to my professor in the same tone,-1
1734,27818,telling my neighbor to stop snow blowing my driveway,-1
1735,27814,running late to meet my friends,-1
1736,27816,calling my brother-in-law and alcoholic if he is an alcoholic,-1
1737,27817,not pulling over for a funeral procession,-1
1738,27821,yelling at my teacher for complaining about social media and young people,-1
1739,29775,getting annoyed at my friends calling dibs on rooms,-1
1740,29780,talking too much about my parents' divorce,-1
1741,29787,treating bad my 1 and half YO sister,-1
1742,29784,not wanting to invite fiancee's friend to our wedding,-1
1743,29769,asking my mom for respect,-1
1744,29778,destroying a photo of myself in my grandma's house,-1
1745,29772,purposely deleting the rest of my groups work just to make them fail as revenge,-1
1746,27833,leaving my roommate's plant destroyed by my cat after I warned her,-1
1747,27832,not giving my mom more time to process my sister coming out,-1
1748,27838,trying to get my sister to respect me and my house after letting her stay with us after she broke up with her boyfriend,1
1749,27837,leaving a note for my neighbor regarding his trash,1
1750,27839,saying no to going to formal with someone,-1
1751,27834,refusing to attend my Ex-Husbands Funeral,-1
1752,27835,not really wanting sex with my girlfriend during her pregnancy because I'm not into it,0
1753,29821,not wanting my boyfriend's mates to go on a trip with us,0
1754,29829,not talking to my grandma anymore,-1
1755,29822,telling my parents that I want boundaries when it comes to my life and health,1
1756,29834,not standing by my mother during a court hearing because of her behaviour,-1
1757,29832,getting my friend kicked out the bus,-1
1758,29827,asking my gf to stay away from her fling,0
1759,29824,telling my dad that I don't approve of his new girlfriend,-1
1760,29818,not wanting my bf to invite his friend to our wedding,0
1761,27855,moving in on my Bestfriend's crush,-1
1762,27852,telling my friend she needed to delete her coming out post,-1
1763,27848,not scolding my 7 year old for swearing,-1
1764,27849,not sitting back down at a public event when asked,-1
1765,27851,being a pissed off at an officer during a lockdown drill in my classroom,-1
1766,27850,not liking my bf's friends? a few weeks ago I was meeting my boyfriend and his two friends (a couple) at a concert around 8 or 9pm,-1
1767,27854,ending an 11 Year Long friendship over work politics,-1
1768,29840,wanting my neighbors evicted,-1
1769,29846,refusing the request of my best friend to stop texting his ex,-1
1770,29843,being mad at my friend because of their boyfriend,-1
1771,29849,telling an elderly couple to fuck off,-1
1772,29853,telling my MIL no to my baby shower,0
1773,29837,smoking weed behind my girlfriends back,-1
1774,27859,losing respect for my friend because of his new girlfriend,-1
1775,27866,insisting my coworker gets called out for being a grade a bigoted jerk when my store is dealing with a lot of other tense stuff,-1
1776,27856,telling my dad to fuck off,-1
1777,27858,"comforting my brother rather than taking my, then, girlfriend out in a date",1
1778,27862,telling my fiance his mother is a sack of shit,-1
1779,27861,not tipping,-1
1780,29886,not letting friends of my friends stay at my moms' place,-1
1781,29883,not allowing people to weave through traffic,-1
1782,29915,possibly ending one of my mother's friendships over a seat belt,-1
1783,29891,asking someone to respect me,1
1784,29912,telling my friend she's been overly harsh to someone who left a funeral service early,-1
1785,29888,arguing with my father because I want to stand up for my elder sister,-1
1786,27890,restarting the Wi-Fi while my Nan watched her show,-1
1787,27884,keying my shitty boss's car,-1
1788,27883,asking my friend's widow for his writing materials,0
1789,27885,getting pissed and reporting my neighbors,-1
1790,27886,being pissed at my lesbian friend for her strong anti-abortion stance,-1
1791,27888,adopting more cats,1
1792,27889,pushing getting a place together with my boyfriend,0
1793,27887,thinking my ex-husband and his wife are crossing boundaries with my family,-1
1794,30034,wanting one of my friends to ghost the guy who's been ghosting her for 2 months now that he's stopped,-1
1795,29947,yelling a very rude and pushy( as in GO GO GO!! kind pushy) man to stop and slow down in front of his friends n fam,-1
1796,29950,throwing serious topics on a guy I don't know well,-1
1797,29985,calling out my work to use more inclusive terms,-1
1798,29953,not letting my sister burrow my clothes,-1
1799,29939,chastising a disabled person on public transport for ignoring social norms,-1
1800,29941,not changing my behavior for my girlfriend,-1
1801,30079,asking others not to post my photos on fb,-1
1802,30109,wearing my slippers upstairs,0
1803,30322,Shameless Flirt Must Be Confronted on Her Behavior,0
1804,30290,I'm glad I had my abortion.,-1
1805,30316,I think it’s awful we need all these anti-bullying movements because others are unable to teach their children to behave as decent human beings.,0
1806,30292,"When I was 15, a woman on a train hit me for not holding a door open for her",-1
1807,30303,I actually have crippling depression!,0
1808,30221,going crazy on my boyfriend when he ditched me,-1
1809,27911,outting a cheating ex who could of given me HIV,-1
1810,27910,not wanting to be at home while in laws are being hosted,-1
1811,27913,wanting to kick my mom out of my house,-1
1812,27915,not wanting my partners friend to stay over as much,-1
1813,27908,not going to my managers baby shower,-1
1814,27909,getting mad at my mother for putting me on speakerphone with my boss,-1
1815,27912,making my friends get off their phones,-1
1816,27914,having a problem with the real reason my best friend doesn't use the n word,-1
1817,27929,not wanting to visit my demented grandmother,-1
1818,27934,charging my boyfriend $50 if he doesn't make it home by 5am,-1
1819,27933,calling my dad disgusting after he found a new girlfriend a month after my mom's death,-1
1820,27935,wanting a day-after wedding brunch when SO doesn't want it,-1
1821,27926,casually farting on my sisters head when she refused to leave my room multiple times,-1
1822,27927,making a strictly factual imdb page for a short film and thus making one person involved with the film mad,-1
1823,27931,leaving a meeting when the conversation derails into banter,-1
1824,27928,speaking up against a Bullying superior,-1
1825,27956,making a scene at Macdoanls,-1
1826,27962,insulting my Girlfriend's parents,-1
1827,27960,being upset at an old lady's rude tone when asking me to make space for her on public transport,-1
1828,27957,breaking up with gf in art,0
1829,27958,anonymously turning in an underage drinker purely by rumor,-1
1830,27961,leaving dinner with my gf and her parents,-1
1831,27959,being upset at my roommate,-1
1832,27955,being too honest with people and calling them out when its none of my business,-1
1833,27997,not wanting my sisters boyfriend to come to my birthday meal,-1
1834,27995,beating up my Roommates friend,-1
1835,27992,shooting my friend's dog with a airsoft gun,-1
1836,27989,calling my girlfriends friend when she was about to have 30th bday sex,-1
1837,27994,calling my friend (and team captain) a hypocrite,-1
1838,27996,not liking your dog,-1
1839,27991,getting angry at my mum over a pair of heels,-1
1840,27993,leaving a restaurant because of family,-1
1841,28001,using the bathroom together with my boyfriend despite our roommate asking us not to because it makes her uncomfortable,-1
1842,27998,giving my brother an ultimatum with his drinking,0
1843,28005,taking the parking spot a lady was standing in,0
1844,28000,getting mad at old lady just moving MY stuff,-1
1845,28004,calling out my friend for poor shaming and bullying,-1
1846,28002,being getting mad at my mom after all she's done to me,-1
1847,27999,being upset about how I am being treated at work,0
1848,28003,telling my friend that he is the most toxic person I know,-1
1849,28012,playing along with a suggestive joke,-1
1850,28006,getting banned from a Discord server for *starting a riot,-1
1851,28013,blocking my best friend because she got jealous that I'm friends with her bf,-1
1852,28007,saying no to hanging out after I tried to make amends with my ex-friend and college roommate that I blocked from my life? I said no because I just wanted to put this all behind me. he was upset and said I was being fake,-1
1853,28010,contacting my ex-boss with a photo of the employee handbooking stating why she wrongfully fired me,-1
1854,28015,stealing a pair of underwear from my favorite rock star's tour bus. Asshole or embarrassing and dumb fan girl,-1
1855,28011,being upset/mad at my dad,-1
1856,28025,throwing away my girlfriend's cigarettes after she lied to me about quitting,-1
1857,28026,not going too my cousin's funeral,-1
1858,28017,not letting my parents search theough my phone,-1
1859,28021,insulting my mother,-1
1860,28019,telling my wife I think it's weird that she still sits/cuddles on her father's lap when we visit each other,-1
1861,28016,not wanting the dogs to be allowed on the bed,-1
1862,28027,not texting my girlfriends sister to congratulate her on her engagement less than 48 hours after it happened,-1
1863,28018,telling my mother that she is too controlling,-1
1864,28029,not giving my in laws any money,-1
1865,28035,"trying to carry out my father's final wishes, over his parents' objections",1
1866,28028,making fun of someone else's dead family member,-1
1867,28031,choosing to not speak to one of my best friends/ roommates for ongoing behavior,-1
1868,28034,outing my friends behavior in the group,-1
1869,28036,being constantly angry at most of my classsmates for being loud and lazy,-1
1870,28030,being about to kick my brother out of the house,-1
1871,28056,getting upset at my dad for scolding me,-1
1872,28063,snitching on my friend,-1
1873,28057,not feeling bad about how I made my mother feel,-1
1874,28060,being tired of my gf bring up her dead ex,-1
1875,28061,not un-reclining my airplane seat,0
1876,28059,calling out a sonogram thief,-1
1877,28062,buying another pet rat when my sister hates them,-1
1878,28095,stealing a kids Yu-Gi-Oh cards,-1
1879,28091,avoiding my grandmother,-1
1880,28094,honking at an old man blocking the lane,-1
1881,28096,looking at a girls ass,-1
1882,28088,not supporting my ex getting mental health help,-1
1883,28089,'politically charging' my 2 year old by dressing them in a t-shirt that references climate change,-1
